Sl no,Tweets,Search key,Feeling
4572," #6: @POOJA ed ""RT @realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",courage,happy
9074,"Tweet #8: @Maci | Saw Endgame and Died tweeted ""Please stab me repeatedly in non fatal but very painful areas until I bleed out. It would hurt less. https://t.co/GRsXF5CkXG""",very hurt,sad
317," #9: @Verity White ed ""@KittenheadLa Thank you Roary you little delight! X""",delight,happy
6554," #5: @ponltha ed ""RT @NCTsmtown_127: I wanna see everybodys chi(shy) pose 🤗""",shy,happy
4776," #64: @follow help 100k ed ""Funny Quote of the Day: ""I have a wonderful make-up crew. They're the same people restoring the Statue of Liberty."" - Bob Hope""",hope,happy
8737,"Tweet #31: @Christian Manasco tweeted ""RT @MrBeastYT: I’m going give someone random who retweets this tweet $10,000 because it’s my birthday and I feel like being nice ☺️ (you ha…""",depressed,sad
9614,"Tweet #16: @방스탄 tweeted ""Y'ALL I'M WEEPING  #MTVLAKPOPBTS  #MTVLAFANDOMBTSARMY  #MTVLAINSTAGLJUNGKOOK  #PremiosMTVMIAW  @BTS_twt https://t.co/RNTLg3bJDE""",weeping,sad
5850," #44: @Jiwon ahhh~! ed ""RT @junbobranika: *screen shows Bobby’s scene from WYD mv with a lady* Fans: *screaming*Junhoe: Dont be jealous!!! Did he just yell t…""",jealous,angry
1089," #84: @Sumant Sridharan ed ""RT @HomeLightApp: HomeLight is pleased to announce that Julie Wyss of San Jose, CA, is the first real estate agent to close over $1 million…""",pleased,happy
5779," #49: @Cutest Animals ed ""RT @NAajtak: https://t.co/wwNIaFs9lr""",envy,angry
9489,"Tweet #45: @hah? tweeted ""RT @iironmans: spoiler// with peter's heightened senses, it must have been extremely painful for him to hear tony's heartbeat slowly fading…""",painful,sad
4136," #70: @Dyanne ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
104," #32: @ANDROJINNI ed ""IM CRYING THIS IS AMAZING https://t.co/hnBvjXM3ts""",amazing,happy
3522," #26: @Elam ed ""@AxelDiamandis @dumbbitchkuu @on_bicycle @higitsunes Next time Eve comes in I have a feeling she will ask for her usual, leaving Akali to heavily panic.""",panic,fear
4917," #20: @Richard Littler ed ""Yesterday in physiotherapy, I had a massage which focused on my autonomous nervous system. If you're not quite sure what that entails, just picture yourself being caught in the blades of a combine harvester and dragged around a rocky field by a laughing madman.""",nervous,fear
1673," #15: @KARINA ed ""RT @valenKino: “you’re single because your standards are too high”And you’re miserable because you settle.""",miserable,sad
4816," #39: @dyz loves minseok ed ""RT @sleepychengzi: Writing ""soon"" with the hope it'll feel shorter! (also saying goodbye is too sad ;;) 😣 Go and come back safely Xiumin!…""",hope,happy
1610," #22: @Jake Ashmore ed ""@leighalexander Well my spirit animal is as depressed and as confused as I am.""",depress,sad
959," #22: @Felix Kyebanakolanga ed ""Happy birthday to you @Marouganda.Hope you enjoy your entire day and of course your new age... Shall be playing a few of your bangers  in just a few to see you through today..🙏🏻🙏🏻 https://t.co/upyMyXrJcP""",enjoy,happy
9983,"Tweet #52: @Belinda Palmada tweeted ""RT @DailyMailCeleb: 'It's a little irritating!' https://t.co/wHmFqxALCI""",irritating,angry
5248," #25: @Suresh Babu D @ INC ed ""RT @nsui: On the occasion of the 131st Birth Anniversary of the Founder of Sevadal, N. S. Hardikar, let us remember to imbibe the noble ide…""",faith,happy
2235," #73: @Charlene Fairchild ed ""RT @siberian_times: Update on the tragic Moscow to Murmansk Aeroflot flight - 41 people died, including two children. An American citizen i…""",tragic,sad
4155," #89: @Thomas Christ ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
2937," #63: @Bill Popowski ed ""RT @richardhine: Obama delivered 7+ years of uninterrupted job growth while massively shrinking the $1T deficit he inherited. #TeaParty was…""",furious,angry
9784,"Tweet #23: @David Brown tweeted ""RT @RemainiacsCast: Yet again @BBCr4today lets Jeremy Hunt assert that “Voters of both main parties are very angry that Brexit hasn’t been…""",very angry,angry
2640," #49: @Issa Princess🇭🇹 ed ""Ppl annoy me like ewww stop talking to me with your hot breathe😤""",annoy,angry
9131,"Tweet #65: @little promzy tweeted ""RT @BarcaWorldwide: Luis Suárez: ""These are things that can not happen to us at a club like Barcelona, ​​we can not make the same mistake t…""",very hurt,sad
4189," #28: @Valeria Bednarik ed ""EUR/USD Analysis: risk aversion took over the financial worldhttps://t.co/JJ8PatjJOX""",aversion,disgust
7772," #41: @GESU大和.pro ed ""RT @PlayStation_jp: 5月15日より新宿マルイアネックスで『Bloodborne』『GRAVITY DAZE 2』『ワンダと巨像』のスタチュー展示＆グッズ販売を開催！スタチューの写真を撮って投稿すると缶バッジセットがもらえるキャンペーンも実施です！詳しくは…""",daze,surprise
7611," #30: @Chris Sikorski ed ""RT @TheMarkTwain: Do the right thing. It will gratify some people and astonish the rest.""",astonish,surprise
3916," #2: @aj ed ""RT @lindseyyx2: A 26 year old man kidnapped, raped & impregnated a 11 year old girl in Ohio. & thanks to their heartbeat bill she will now…""",disgust,disgust
8667,"Tweet #32: @Natasha tweeted ""RT @btstranslation7: + we’ve got korean, english, chinese, & portuguese textthe tone isn’t as bright, it’s regretful or it has the spirit…""",regretful,sad
9180,"Tweet #42: @Della Branson tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…""",troubling,sad
9," #9: @daynada ed ""my beautiful barbie bride and i while i fixed her dress moments before she walked down the aisle. i’m so happy this moment was caught on film 👰🏼👰🏼 https://t.co/2EfH1A2Tk4""",happy moments,happy
4209," #48: @HAKUNATWITS ed ""RT @Schuldensuehner: Risk aversion hits Emerging Markets w/ #Turkey Lira drops beyond 6 per Dollar and Turkey 10y yields jump >19%. https:/…""",aversion,disgust
1151," #51: @明 日 華 ed ""RT @JUMP_0924arioka: #ありのんむーびー平成が終わってしまう今こそ見てほしい！2分20秒でわかるHey!Say!JUMP👏👏BGMは令和1発目に発売されるJUMPの新曲、Lucky-Unluckyです！#平成最後#平成ありがとう #HeySayJU…""",lucky,happy
5296," #73: @woeaih4 ed ""when the soul is ready, the blessing will appear, be patient, have faith o ye",faith,happy
3701," #60: @あかめのかえる ed ""@_stage_fright 楽しみができました😊""",fright,fear
1177," #7: @Debbie Bullock ed ""RT @dharford79: If you’ve dialled 999 requesting an #Ambulance - the picture below offers some helpful & could be life saving tips. In a…""",helpful,happy
568," #30: @MoneyTap ed ""On this auspicious occasion, bring home prosperity and happiness.⁣ Wish you all a very happy Akshaya Tritiya.#MoneyTap #AkshayaTritiya #TuesdayThoughts https://t.co/lzMfakb9PF""",prosperity,happy
857," #95: @-👉👉Kari-winter ⛄️⛄️⛄️☃️☃️☃️❄️❄️⛈⛈⛈🌩🌩🌪🌪 ed ""@la_vause Pucha no alcanze a ponerme rica y jovial para las fotos 😂😂😂😂😂 🤦‍♀️""",jovial,happy
3415," #63: @Fernando Andrés ed ""RT @ConocerH: El horror de Mauthausen visto a través de los ojos de los españoles que acabaron en el campo de exterminio https://t.co/BiF72…""",horror,fear
8520," #39: @Otto ed ""@mikeythelittle Yeah, it's weird, but there's also no ""I see your sorrow, I am sorrowful for you, but I have no words to offer, so here's a small token to say 'I see you' """"",sorrowful,sad
3186," #12: @mySouTex ed ""Contributed photo https://t.co/fTAPynVez3""",aggravated,angry
6486," #30: @Federico Palomo ed ""RT @LFC: Fight. Passion. Determination. Spirit. ✊What a comeback. What a team. What a club. #YNWA https://t.co/GRpBmbLWuy""",determination,happy
5998," #51: @Alain SERIEUX ed ""RT @Eglantine_EMEYE: Je voudrais féliciter la perversité de la personne qui a trouvé malin et sans doute très drôle de fracasser ma voiture…""",indignation,angry
2185," #23: @제 ed ""@krthingy Tragic couple 😔""",tragic,sad
2212," #50: @Steph Clarke ed ""If you wanna hear something truly tragic I was today years old when I was informed “I love you 3000” was from said movie... -_-""",tragic,sad
9695,"Tweet #17: @DYSFUNCTIONAL FELINES 😾🌊🐾🌎☮❄ tweeted ""RT @GabbyGiffords: How many more kids will have to run from a shooter? How many more will have to message their family from a hiding plac…""",tragedy,sad
7134," #34: @𝙧𝙖𝙞𝙣𝙞𝙚 🧭🛫 #BET_BET ed ""RT @ot21pics: He left home at a very young age, trained for years to finally be able stand on stage as NCT’s Johnny, making his family & hi…""",very happy,happy
8985,"Tweet #33: @Christopher Geerdts tweeted ""@IvankaTrump Please turn your mourning into meaningful actions - tighten gun control and get your family to turn down the rhetoric which fuels the hate and killings""",mourning,sad
8658,"Tweet #23: @𝐋𝐞𝐚𝐡⚘ tweeted ""@mrjsoshoppe First of all thank you for this ga!🤗💓I know BTS since i was grade 5 or grade 6 and now i'm turning grade 10 on this upcoming school year so it was way back 4-5 years? Idk why but, i really didn't stan them on those years, and those are the most regretful thing that i did +""",regretful,sad
7054," #11: @Alice Kemper ed ""Are you passive, aggressive, or assertive? Only one way wins.https://t.co/v3uz7jqDLA""",assertive,happy
7433," #1: @𝓢𝓱𝓪𝓶𝓼 🍪 ed ""RT @WinnerStreaming: YG Entertainment updated stock price as of 05/08 15:30 KST.The effects of surprise Pre-Order release with 4 freakin'…""",surprise,surprise
3784," #50: @Daddy SHAK 🦈 Do Do Do Do Do Do ed ""When shit is about to annoy me I just ignore it because life too short for me to get angry 😂😂""",dread,fear
9086,"Tweet #20: @Omoge Manchester😍 tweeted ""@MakiSpoke I do not think this is manipulative. And I know it works. My partner used to be very petty and was emotionally abusive. He knew silent treatments kill me but still does it to me. So on one of those days, I got angry, went to his house told him if he ever purposely hurt me..""",very hurt,sad
6572," #23: @뷔니 ed ""RT @sinna_boo: 정답: 한남이라서 https://t.co/PowgR04nGE""",shy,happy
8218," #63: @ظہیر کھوکھر ed ""RT @MaryamNSharif: Extremely saddened at the loss of precious lives in blast outside Data Sahab. May Allah bless the deceased with Jannat-u…""",bless,happy
8096," #15: @Damilola Stark ed ""RT @MakiSpoke: Was chatting with my friend the other day, got married recently. She and her husband were having an argument, and while they…""",happiness,happy
9021,"Tweet #22: @herold khagan tweeted ""Continued sanctions is hurting the Iranian economy despite compliance with the nuclear deal. Iran will either seek a new deal or pursue nuclear weapons to avoid regime change.""",hurting,sad
5019," #43: @Sophie ed ""RT @HAImedicines: Every year, over 138,000 people die unnecessarily from snakebite. This year, the death toll doesn’t have to be so high. W…""",bold,happy
9881,"Tweet #21: @g 🌺 tweeted ""This girl is so annoying https://t.co/rMD243yIm3""",annoying,angry
1182," #12: @Mrio Vsqz ed ""RT @DalaiLama: We need patience to protect our peace of mind, our compassionate mind. Patience is part of our defense, as is forgiveness. E…""",helpful,happy
9239,"Tweet #21: @𝕬𝖛𝖊𝖗𝖎𝖑's birthmonth tweeted ""RT @UmarFof: No amount of guilt can solve the past, and no amount of anxiety can change the future. When thinking about life, remember that.""",guilt,sad
972," #35: @angelina 🧸 ed ""@BraedenLemaster i edited my m&g hope you enjoy 😎 https://t.co/K7vMp9uN6C""",enjoy,happy
4961," #65: @Luton Community Health Services ed ""RT @ccs_nhst: No one likes to be nervous about an appointment so having a team who can make children feel at ease is so important 👌 Good jo…""",nervous,fear
37," #37: @- ed ""RT @lastvibes: “Somewhere in the middle of our happy moments, we sigh a little, in the memory of someone we’re missing.”""",happy moments,happy
4288," #32: @megG. ed ""RT @MayaDanielleP: The best way to “cancel” someone is to ignore them. Don’t talk about them. Don’t give them your time or energy on any le…""",distaste,disgust
7312," #41: @Timothy Cromwell ed ""RT @DShulman_ESPN: Never ceases to amaze me how emotionally invested you can get in playoff overtime hockey even when you have no rooting i…""",amaze,happy
1532," #54: @Kwakhanya ed ""RT @FactSoup: Appreciate everything, regret nothing.""",regret,sad
5478," #22: @HMRC Victim #LCAG #STOPtheLoanCharge #SaveLives! ed ""RT @TheRungler: @MelJStride @SkyNews Good that you were able to relax and enjoy the weekend Mel, but your Loan Charge denied the same to th…""",relax,happy
8723,"Tweet #17: @Leonora tweeted ""RT @realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad
5830," #24: @hotspice ed ""RT @petiteer_: *whispers* Being a pick-me is also pretending you're never jealous or insecure about anything; all to appear like the…""",jealous,angry
3451," #21: @Lola❤🕎🐾🕊✡🇬🇧🇮🇱 ed ""RT @RepBrindisi: Israel is under attack by Hamas, with rockets targeting innocent civilians and communities. We stand with our ally Israel…""",terror,fear
5496," #40: @I AM GROOT ed ""Maria you just have to get through this week, then you can relax a little""",relax,happy
4102," #36: @Наша Russia: Яйца судьбы (реж. Дэвид Линч) ed ""RT @aimeeterese: Ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. M…""",revulsion,disgust
